"Date","Regular","Mid-Grade","Premium","Diesel","E85"
2020-01-01,2.5854,2.9099,3.1707,3.0068,2.3392
2020-01-02,2.5855,2.9096,3.1715,3.0074,2.3369
2020-01-03,2.5849,2.9103,3.173,3.0095,2.3382
2020-01-04,2.5852,2.9097,3.1714,3.0131,2.3345
2020-01-05,2.5851,2.9094,3.1714,3.0156,2.3342
2020-01-06,2.5842,2.9093,3.1711,3.0155,2.3282
2020-01-07,2.5854,2.9079,3.1705,3.0163,2.3239
2020-01-08,2.5962,2.9122,3.1737,3.0174,2.3322
2020-01-09,2.5999,2.9182,3.1805,3.0173,2.3397
2020-01-10,2.5952,2.9194,3.1814,3.0164,2.3539
2020-01-11,2.588,2.9172,3.1772,3.0148,2.3416
2020-01-12,2.5835,2.9152,3.1758,3.0139,2.332
2020-01-13,2.5806,2.913,3.1749,3.0122,2.3264
2020-01-14,2.5753,2.9072,3.168,3.009,2.319
2020-01-15,2.5712,2.9029,3.1635,3.0078,2.3124
2020-01-16,2.5666,2.8985,3.1602,3.0049,2.307
2020-01-17,2.56,2.8933,3.1544,3.0012,2.2991
2020-01-18,2.5535,2.8877,3.1492,2.9987,2.2902
2020-01-19,2.5504,2.8869,3.149,2.9997,2.2869
2020-01-20,2.5475,2.8839,3.1448,2.9956,2.2847
2020-01-21,2.5425,2.8772,3.1375,2.9909,2.2792
2020-01-22,2.544,2.875,3.1347,2.9898,2.2777
2020-01-23,2.5403,2.8731,3.1343,2.9865,2.2747
2020-01-24,2.534,2.871,3.1314,2.9831,2.2734
2020-01-25,2.5257,2.8643,3.1257,2.9785,2.2713
2020-01-26,2.5207,2.8592,3.121,2.9759,2.2714
2020-01-27,2.5165,2.855,3.1171,2.9717,2.2672
2020-01-28,2.5055,2.8456,3.1081,2.9674,2.2557
2020-01-29,2.4956,2.8375,3.0992,2.9636,2.2423
2020-01-30,2.489,2.8304,3.0931,2.9582,2.2315
2020-01-31,2.4848,2.8258,3.0885,2.9522,2.23
2020-02-01,2.4772,2.8207,3.0831,2.9474,2.2196
2020-02-02,2.4734,2.8189,3.0793,2.9449,2.2137
2020-02-03,2.4698,2.8153,3.0752,2.9417,2.2086
2020-02-04,2.4633,2.8082,3.0699,2.9347,2.2042
2020-02-05,2.4579,2.8023,3.0644,2.9297,2.1953
2020-02-06,2.4523,2.7992,3.0608,2.9249,2.1867
2020-02-07,2.448,2.7942,3.057,2.9184,2.1873
2020-02-08,2.4401,2.7874,3.0495,2.9128,2.1881
2020-02-09,2.435,2.7837,3.046,2.9109,2.1845
2020-02-10,2.4315,2.7805,3.0432,2.9059,2.1817
2020-02-11,2.4264,2.775,3.0369,2.9004,2.1733
2020-02-12,2.4247,2.7706,3.0316,2.8978,2.162
2020-02-13,2.4264,2.7722,3.0343,2.8942,2.1619
2020-02-14,2.4376,2.7776,3.0404,2.8902,2.1756
2020-02-15,2.4411,2.7807,3.043,2.8861,2.1806
2020-02-16,2.4402,2.7829,3.045,2.8857,2.1782
2020-02-17,2.4391,2.7816,3.0447,2.8818,2.1781
2020-02-18,2.4413,2.7801,3.0442,2.8771,2.1856
2020-02-19,2.4503,2.7863,3.0486,2.8794,2.1874
2020-02-20,2.4591,2.7933,3.0567,2.8793,2.1943
2020-02-21,2.468,2.8004,3.0628,2.8777,2.2042
2020-02-22,2.4734,2.8066,3.0684,2.8763,2.2042
2020-02-23,2.4736,2.8079,3.0694,2.8759,2.2057
2020-02-24,2.4739,2.8097,3.072,2.8725,2.2024
2020-02-25,2.4721,2.808,3.0701,2.8722,2.2018
2020-02-26,2.4716,2.8049,3.0667,2.8711,2.1959
2020-02-27,2.4674,2.8016,3.0629,2.8673,2.1882
2020-02-28,2.4584,2.7959,3.0571,2.8612,2.1779
2020-02-29,2.4473,2.7881,3.05,2.8559,2.1687
2020-03-01,2.4405,2.7824,3.045,2.8526,2.1616
2020-03-02,2.4348,2.7775,3.0402,2.8482,2.1565
2020-03-03,2.424,2.7671,3.0305,2.8428,2.1417
2020-03-04,2.4158,2.759,3.0221,2.84,2.1364
2020-03-05,2.4083,2.752,3.0164,2.8359,2.1272
2020-03-06,2.4041,2.7464,3.0109,2.8314,2.1247
2020-03-07,2.3964,2.741,3.0044,2.8251,2.1232
2020-03-08,2.3877,2.7354,2.9984,2.8206,2.1109
2020-03-09,2.3807,2.7282,2.9932,2.8136,2.105
2020-03-10,2.3646,2.7169,2.9805,2.8038,2.0837
2020-03-11,2.345,2.7024,2.9642,2.7952,2.0649
2020-03-12,2.3246,2.6858,2.9475,2.7827,2.0489
2020-03-13,2.3034,2.6678,2.9297,2.7701,2.0388
2020-03-14,2.281,2.6502,2.9113,2.7578,2.021
2020-03-15,2.2678,2.6381,2.8994,2.7505,2.0116
2020-03-16,2.2569,2.6273,2.889,2.7408,1.9984
2020-03-17,2.2367,2.6097,2.8714,2.7299,1.9801
2020-03-18,2.2171,2.5936,2.854,2.7212,1.9624
2020-03-19,2.1958,2.5744,2.8359,2.7096,1.9438
2020-03-20,2.1735,2.5568,2.8182,2.6967,1.9283
2020-03-21,2.1529,2.5364,2.7989,2.6846,1.9159
2020-03-22,2.1398,2.5236,2.786,2.6776,1.9012
2020-03-23,2.1293,2.5106,2.7741,2.6675,1.8903
2020-03-24,2.1085,2.4937,2.7561,2.658,1.8681
2020-03-25,2.0891,2.4764,2.7377,2.6504,1.8526
2020-03-26,2.069,2.4603,2.7207,2.6394,1.8399
2020-03-27,2.0506,2.4413,2.7027,2.6298,1.8332
2020-03-28,2.0329,2.4252,2.6857,2.6215,1.8285
2020-03-29,2.0223,2.4138,2.6746,2.6162,1.8244
2020-03-30,2.0126,2.4032,2.6642,2.608,1.8102
2020-03-31,1.9973,2.3879,2.6479,2.6,1.8071
2020-04-01,1.9843,2.3743,2.6353,2.5964,1.7945
2020-04-02,1.9702,2.3621,2.624,2.589,1.7789
2020-04-03,1.9563,2.3505,2.6104,2.5805,1.7712
2020-04-04,1.9442,2.3387,2.5991,2.576,1.7541
2020-04-05,1.9361,2.3309,2.5927,2.5731,1.7475
2020-04-06,1.9294,2.3224,2.5839,2.5667,1.7425
2020-04-07,1.9177,2.3092,2.571,2.5591,1.7323
2020-04-08,1.9076,2.3005,2.5602,2.5571,1.7161
2020-04-09,1.8955,2.2884,2.5489,2.5508,1.706
2020-04-10,1.8833,2.2764,2.5362,2.542,1.6984
2020-04-11,1.8726,2.2644,2.5252,2.5362,1.6807
2020-04-12,1.8661,2.2585,2.5195,2.5352,1.6721
2020-04-13,1.8617,2.2535,2.5152,2.5328,1.6614
2020-04-14,1.8506,2.2387,2.5013,2.5238,1.6493
2020-04-15,1.8429,2.2303,2.4909,2.5204,1.6429
2020-04-16,1.8344,2.2225,2.4834,2.5151,1.6397
2020-04-17,1.8275,2.2153,2.4766,2.5106,1.6464
2020-04-18,1.8209,2.2076,2.4701,2.5053,1.6404
2020-04-19,1.8169,2.2038,2.4653,2.5035,1.6361
2020-04-20,1.8141,2.2006,2.4629,2.4994,1.6287
2020-04-21,1.8062,2.1914,2.4532,2.4934,1.6257
2020-04-22,1.8,2.1833,2.4449,2.4896,1.6188
2020-04-23,1.7919,2.1762,2.4381,2.4825,1.6108
2020-04-24,1.7858,2.1704,2.4328,2.4769,1.6087
2020-04-25,1.78,2.1636,2.4265,2.4704,1.61
2020-04-26,1.777,2.1591,2.4229,2.4672,1.6077
2020-04-27,1.7741,2.154,2.4187,2.4621,1.6078
2020-04-28,1.7685,2.1456,2.4099,2.4545,1.6059
2020-04-29,1.7682,2.1431,2.4067,2.4502,1.6005
2020-04-30,1.7724,2.1448,2.4099,2.4449,1.6046
2020-05-01,1.777,2.1458,2.4121,2.4401,1.6142
2020-05-02,1.7815,2.1473,2.414,2.4368,1.6301
2020-05-03,1.7837,2.1496,2.4176,2.4373,1.641
2020-05-04,1.784,2.1482,2.4188,2.4336,1.6462
2020-05-05,1.7848,2.1478,2.4173,2.4293,1.6564
2020-05-06,1.7951,2.1535,2.4214,2.4285,1.6609
2020-05-07,1.8125,2.1653,2.4336,2.4265,1.6826
2020-05-08,1.8257,2.177,2.4444,2.4232,1.6972
2020-05-09,1.8389,2.1901,2.4566,2.4219,1.7102
2020-05-10,1.8438,2.1991,2.4644,2.4214,1.7262
2020-05-11,1.8475,2.206,2.4709,2.4202,1.7327
2020-05-12,1.854,2.2098,2.4746,2.4177,1.7493
2020-05-13,1.8605,2.2135,2.4778,2.4179,1.7606
2020-05-14,1.8658,2.2211,2.4857,2.4168,1.7627
2020-05-15,1.8689,2.2246,2.4906,2.4142,1.7659
2020-05-16,1.8733,2.2275,2.4948,2.4128,1.7703
2020-05-17,1.8766,2.2312,2.4996,2.4141,1.771
2020-05-18,1.8791,2.2361,2.5025,2.4119,1.7696
2020-05-19,1.8892,2.2414,2.5105,2.4101,1.7887
2020-05-20,1.9078,2.2519,2.5195,2.4112,1.7913
2020-05-21,1.9256,2.2665,2.5343,2.412,1.8025
2020-05-22,1.9424,2.2827,2.5493,2.412,1.8186
2020-05-23,1.953,2.296,2.5617,2.4136,1.8273
2020-05-24,1.9577,2.3018,2.5688,2.4147,1.8311
2020-05-25,1.9609,2.3073,2.5743,2.4134,1.8349
2020-05-26,1.9624,2.3088,2.5766,2.4121,1.8375
2020-05-27,1.9635,2.3106,2.5781,2.4127,1.8376
2020-05-28,1.9684,2.3161,2.5824,2.4125,1.8419
2020-05-29,1.972,2.3204,2.5871,2.4111,1.8391
2020-05-30,1.9742,2.3233,2.5899,2.4112,1.8426
2020-05-31,1.9761,2.3254,2.5915,2.4123,1.848
2020-06-01,1.9776,2.3252,2.594,2.4098,1.8505
2020-06-02,1.9783,2.3268,2.5924,2.4084,1.8548
2020-06-03,1.9819,2.3287,2.5936,2.4099,1.8563
2020-06-04,1.9911,2.335,2.5998,2.4093,1.8627
2020-06-05,2.0029,2.3437,2.6091,2.4102,1.8679
2020-06-06,2.0146,2.3519,2.6186,2.4114,1.8739
2020-06-07,2.0218,2.36,2.6257,2.4145,1.879
2020-06-08,2.0299,2.3689,2.634,2.4143,1.8912
2020-06-09,2.0522,2.3831,2.6483,2.4151,1.9131
2020-06-10,2.0708,2.398,2.6612,2.418,1.933
2020-06-11,2.0849,2.4155,2.6788,2.4203,1.9378
2020-06-12,2.0951,2.4257,2.6908,2.4222,1.9416
2020-06-13,2.1003,2.4321,2.6982,2.4229,1.9444
2020-06-14,2.1022,2.4377,2.7033,2.4244,1.9407
2020-06-15,2.1036,2.442,2.7081,2.4209,1.9455
2020-06-16,2.1028,2.4417,2.7073,2.421,1.9457
2020-06-17,2.1047,2.4431,2.708,2.423,1.9443
2020-06-18,2.1106,2.4479,2.7137,2.4236,1.9449
2020-06-19,2.1169,2.4525,2.7196,2.4252,1.9493
2020-06-20,2.1234,2.4584,2.7264,2.4282,1.9502
2020-06-21,2.1272,2.4638,2.7308,2.4312,1.9516
2020-06-22,2.1308,2.4662,2.7338,2.4298,1.9591
2020-06-23,2.1409,2.4739,2.7405,2.4322,1.9639
2020-06-24,2.1572,2.483,2.7506,2.4361,1.9752
2020-06-25,2.1707,2.4951,2.7639,2.439,1.9897
2020-06-26,2.1765,2.5035,2.7725,2.4396,1.9867
2020-06-27,2.1784,2.5084,2.7766,2.4404,1.9875
2020-06-28,2.178,2.511,2.7787,2.441,1.9913
2020-06-29,2.1791,2.5137,2.7813,2.4383,1.9947
2020-06-30,2.1782,2.5153,2.7824,2.4363,1.9997
2020-07-01,2.1789,2.5157,2.7815,2.4368,2.0002
2020-07-02,2.179,2.5172,2.7836,2.4382,1.9974
2020-07-03,2.1784,2.5184,2.7837,2.4384,1.9995
2020-07-04,2.1793,2.5181,2.7842,2.4391,1.9979
2020-07-05,2.1803,2.519,2.7864,2.4398,1.9917
2020-07-06,2.1803,2.5186,2.7871,2.4374,1.9887
2020-07-07,2.1802,2.5171,2.7863,2.4376,1.9949
2020-07-08,2.1836,2.5204,2.7862,2.438,1.9979
2020-07-09,2.1893,2.5262,2.7915,2.4388,2.0148
2020-07-10,2.1958,2.5317,2.7967,2.4399,2.0297
2020-07-11,2.197,2.5343,2.7996,2.4402,2.0341
2020-07-12,2.1978,2.5362,2.8014,2.4409,2.0357
2020-07-13,2.199,2.538,2.8036,2.4386,2.0383
2020-07-14,2.1981,2.538,2.8046,2.4375,2.0413
2020-07-15,2.1992,2.5383,2.8037,2.4384,2.0334
2020-07-16,2.2006,2.5402,2.8052,2.4385,2.0215
2020-07-17,2.1997,2.541,2.8055,2.4382,2.0175
2020-07-18,2.1964,2.5382,2.8035,2.4378,2.002
2020-07-19,2.195,2.5365,2.803,2.4375,1.9927
2020-07-20,2.195,2.5361,2.8042,2.434,1.9919
2020-07-21,2.1899,2.5318,2.7996,2.4343,1.9894
2020-07-22,2.1871,2.5282,2.7961,2.4348,1.9911
2020-07-23,2.1867,2.5275,2.7952,2.4343,1.993
2020-07-24,2.1864,2.528,2.7946,2.4346,1.9941
2020-07-25,2.1846,2.5276,2.7942,2.4342,1.992
2020-07-26,2.1836,2.5275,2.7944,2.4352,1.9866
2020-07-27,2.1843,2.5276,2.7956,2.4317,1.98
2020-07-28,2.1852,2.5288,2.7979,2.4322,1.9821
2020-07-29,2.1883,2.5313,2.7977,2.4332,1.9834
2020-07-30,2.1899,2.5327,2.7991,2.433,1.9846
2020-07-31,2.1887,2.5322,2.7996,2.4323,1.9784
2020-08-01,2.1853,2.5296,2.7972,2.4311,1.9767
2020-08-02,2.1832,2.53,2.7973,2.4324,1.9752
2020-08-03,2.1828,2.5309,2.7972,2.4303,1.9706
2020-08-04,2.1786,2.5268,2.7929,2.4278,1.9671
2020-08-05,2.1792,2.5247,2.7889,2.4284,1.9627
2020-08-06,2.1815,2.5258,2.7925,2.4278,1.9692
2020-08-07,2.1813,2.5267,2.7932,2.4285,1.9764
2020-08-08,2.1792,2.5261,2.7926,2.4286,1.9807
2020-08-09,2.177,2.5256,2.7929,2.4274,1.9776
2020-08-10,2.1772,2.5257,2.7924,2.4272,1.9671
2020-08-11,2.1738,2.524,2.7897,2.4257,1.9638
2020-08-12,2.1749,2.5233,2.7882,2.4263,1.9688
2020-08-13,2.1747,2.5225,2.7878,2.426,1.9668
2020-08-14,2.1776,2.5228,2.7893,2.4263,1.976
2020-08-15,2.1786,2.5238,2.7921,2.4255,1.9821
2020-08-16,2.1783,2.524,2.7929,2.4263,1.9797
2020-08-17,2.1781,2.5227,2.7917,2.4219,1.9789
2020-08-18,2.176,2.5208,2.7896,2.422,1.9803
2020-08-19,2.1776,2.5215,2.7887,2.4228,1.9733
2020-08-20,2.1831,2.5277,2.7939,2.4229,1.9739
2020-08-21,2.188,2.5303,2.7973,2.4229,1.9801
2020-08-22,2.1889,2.5322,2.7987,2.4218,1.9793
2020-08-23,2.1892,2.534,2.8007,2.4221,1.9801
2020-08-24,2.1894,2.5331,2.802,2.4192,1.9747
2020-08-25,2.1908,2.5333,2.801,2.4196,1.9779
2020-08-26,2.2082,2.5436,2.8102,2.4243,1.9905
2020-08-27,2.2266,2.5578,2.8251,2.4271,2.0052
2020-08-28,2.2341,2.5681,2.8347,2.4309,2.0156
2020-08-29,2.2344,2.5718,2.838,2.4322,2.0166
2020-08-30,2.2331,2.5721,2.8378,2.4299,2.015
2020-08-31,2.233,2.5736,2.8401,2.4275,2.0124
2020-09-01,2.2324,2.5727,2.8405,2.4274,2.0093
2020-09-02,2.2338,2.5718,2.8385,2.4286,2.0099
2020-09-03,2.2318,2.5704,2.8384,2.4291,2.0072
2020-09-04,2.2282,2.5685,2.8351,2.4277,2.0033
2020-09-05,2.224,2.5645,2.8327,2.4264,2.0016
2020-09-06,2.2217,2.563,2.8305,2.4258,1.9862
2020-09-07,2.2214,2.5611,2.8306,2.4217,1.9823
2020-09-08,2.2182,2.5584,2.8279,2.4197,1.9837
2020-09-09,2.213,2.5557,2.8232,2.4212,1.9776
2020-09-10,2.2081,2.5512,2.8186,2.4206,1.9777
2020-09-11,2.2035,2.5475,2.8145,2.4179,1.9773
2020-09-12,2.1972,2.5412,2.8116,2.415,1.9732
2020-09-13,2.1946,2.5396,2.8075,2.4138,1.9764
2020-09-14,2.1925,2.5373,2.8058,2.4102,1.9745
2020-09-15,2.1861,2.5317,2.7997,2.4085,1.9719
2020-09-16,2.1822,2.5267,2.7944,2.4087,1.972
2020-09-17,2.1819,2.5261,2.7951,2.4074,1.971
2020-09-18,2.1822,2.5266,2.7956,2.4058,1.9768
2020-09-19,2.1815,2.5247,2.7942,2.404,1.9785
2020-09-20,2.1809,2.5245,2.7946,2.4032,1.9722
2020-09-21,2.1805,2.524,2.7931,2.3981,1.9753
2020-09-22,2.1832,2.5245,2.7959,2.3998,1.9804
2020-09-23,2.1935,2.5332,2.8018,2.4015,1.9985
2020-09-24,2.1955,2.5378,2.807,2.4001,2.0006
2020-09-25,2.1933,2.5381,2.8062,2.3981,2.0003
2020-09-26,2.189,2.5362,2.8033,2.3963,2.0033
2020-09-27,2.1873,2.5348,2.8024,2.3955,2.0016
2020-09-28,2.1862,2.5341,2.8026,2.3897,2.0008
2020-09-29,2.1822,2.5276,2.797,2.391,1.9992
2020-09-30,2.1876,2.5313,2.7991,2.3928,1.9957
2020-10-01,2.1912,2.5334,2.8013,2.3916,1.9997
2020-10-02,2.1915,2.536,2.802,2.392,2.0053
2020-10-03,2.1887,2.5349,2.8015,2.391,1.9968
2020-10-04,2.1869,2.532,2.7994,2.3898,1.9927
2020-10-05,2.1855,2.5306,2.7983,2.3854,1.988
2020-10-06,2.1815,2.5272,2.7952,2.3857,1.9851
2020-10-07,2.1825,2.5266,2.7939,2.3865,1.9876
2020-10-08,2.1871,2.5305,2.7971,2.3857,1.9881
2020-10-09,2.189,2.5321,2.7986,2.3854,1.9898
2020-10-10,2.1879,2.5335,2.7996,2.3853,1.9859
2020-10-11,2.1871,2.5337,2.8005,2.3869,1.9814
2020-10-12,2.1867,2.5323,2.8008,2.3822,1.9794
2020-10-13,2.1812,2.5272,2.7952,2.3805,1.981
2020-10-14,2.1798,2.5233,2.7918,2.3825,1.9755
2020-10-15,2.1778,2.524,2.7918,2.3823,1.9755
2020-10-16,2.1756,2.5218,2.7883,2.3821,1.9731
2020-10-17,2.172,2.5179,2.7852,2.3815,1.9675
2020-10-18,2.1691,2.5156,2.7842,2.3809,1.9643
2020-10-19,2.1671,2.5135,2.7826,2.376,1.9585
2020-10-20,2.1638,2.5097,2.7784,2.3762,1.9542
2020-10-21,2.1639,2.5118,2.7773,2.3789,1.9482
2020-10-22,2.1659,2.5122,2.7774,2.3787,1.9559
2020-10-23,2.1658,2.5119,2.7777,2.3766,1.9668
2020-10-24,2.163,2.5109,2.7772,2.3762,1.9716
2020-10-25,2.1615,2.5118,2.7784,2.3764,1.9773
2020-10-26,2.1598,2.5114,2.7794,2.3726,1.9758
2020-10-27,2.1544,2.5059,2.7733,2.3726,1.9715
2020-10-28,2.1515,2.5016,2.7668,2.3742,1.9711
2020-10-29,2.147,2.4988,2.7653,2.3725,1.962
2020-10-30,2.1417,2.4932,2.7595,2.3706,1.9478
2020-10-31,2.1356,2.4859,2.7534,2.3678,1.944
2020-11-01,2.131,2.4814,2.7495,2.3651,1.9396
2020-11-02,2.1287,2.4814,2.7481,2.3628,1.9354
2020-11-03,2.1218,2.4751,2.7413,2.3629,1.9299
2020-11-04,2.1185,2.4709,2.7362,2.3628,1.9247
2020-11-05,2.1169,2.4685,2.7352,2.3631,1.9193
2020-11-06,2.1188,2.4697,2.736,2.3636,1.9328
2020-11-07,2.1169,2.4689,2.7353,2.3651,1.938
2020-11-08,2.1142,2.4653,2.7331,2.364,1.9391
2020-11-09,2.1113,2.4652,2.7329,2.3621,1.9385
2020-11-10,2.1107,2.4621,2.7301,2.3648,1.9426
2020-11-11,2.1174,2.4651,2.7322,2.3714,1.9503
2020-11-12,2.126,2.4704,2.7397,2.3766,1.9509
2020-11-13,2.1299,2.4752,2.7448,2.3819,1.9575
2020-11-14,2.1286,2.4766,2.745,2.3858,1.9516
2020-11-15,2.1257,2.4757,2.7432,2.3858,1.9478
2020-11-16,2.1249,2.477,2.7444,2.3849,1.9404
2020-11-17,2.1207,2.4731,2.7392,2.3866,1.9369
2020-11-18,2.1198,2.471,2.7358,2.3898,1.9277
2020-11-19,2.1177,2.469,2.7357,2.3911,1.9304
2020-11-20,2.1151,2.4654,2.7328,2.3926,1.9313
2020-11-21,2.1125,2.4642,2.7306,2.3946,1.9235
2020-11-22,2.1109,2.4637,2.7291,2.3965,1.9262
2020-11-23,2.1093,2.4641,2.7318,2.3963,1.9185
2020-11-24,2.1101,2.461,2.728,2.3999,1.9171
2020-11-25,2.1164,2.4642,2.7295,2.4068,1.9168
2020-11-26,2.119,2.4674,2.7334,2.4126,1.9246
2020-11-27,2.1214,2.4723,2.7374,2.4166,1.9243
2020-11-28,2.1249,2.4753,2.7418,2.4196,1.9258
2020-11-29,2.1276,2.4767,2.7425,2.4233,1.9241
2020-11-30,2.1275,2.4765,2.7431,2.4221,1.9187
2020-12-01,2.14,2.4849,2.7504,2.426,1.933
2020-12-02,2.159,2.4987,2.7632,2.4335,1.9391
2020-12-03,2.164,2.5063,2.7716,2.4377,1.9482
2020-12-04,2.1639,2.5096,2.7732,2.4406,1.9509
2020-12-05,2.1614,2.5098,2.7748,2.444,1.9557
2020-12-06,2.1609,2.5102,2.7748,2.4463,1.9525
2020-12-07,2.1602,2.5103,2.7764,2.4468,1.9498
2020-12-08,2.1585,2.5063,2.7745,2.4497,1.9577
2020-12-09,2.1582,2.5037,2.7713,2.4542,1.9447
2020-12-10,2.1575,2.5022,2.7708,2.4573,1.942
2020-12-11,2.1592,2.5027,2.7687,2.4601,1.9406
2020-12-12,2.1624,2.5059,2.773,2.4675,1.9472
2020-12-13,2.1635,2.5074,2.7751,2.4713,1.9492
2020-12-14,2.1636,2.5088,2.7782,2.4723,1.9494
2020-12-15,2.1722,2.5155,2.7864,2.4798,1.9601
2020-12-16,2.1897,2.5257,2.7939,2.49,1.9786
2020-12-17,2.2034,2.5393,2.808,2.4983,1.9952
2020-12-18,2.2102,2.5462,2.812,2.5039,2.0005
2020-12-19,2.2156,2.5509,2.8199,2.5114,2.0065
2020-12-20,2.2182,2.5544,2.8235,2.5179,2.0025
2020-12-21,2.2206,2.5574,2.8274,2.5222,1.9986
2020-12-22,2.2372,2.567,2.8359,2.5326,2.0293
2020-12-23,2.2474,2.5776,2.8448,2.5411,2.0498
2020-12-24,2.2504,2.5847,2.8523,2.5463,2.0519
2020-12-25,2.2515,2.5885,2.8541,2.5501,2.0581
2020-12-26,2.2551,2.592,2.86,2.5562,2.056
2020-12-27,2.2535,2.5906,2.8605,2.5526,2.053
2020-12-28,2.2517,2.5885,2.8574,2.5527,2.0501
2020-12-29,2.2496,2.587,2.8555,2.5541,2.0417
2020-12-30,2.2513,2.5885,2.8568,2.559,2.0415
2020-12-31,2.2529,2.5915,2.8595,2.5629,2.0389
2021-01-01,2.2543,2.5938,2.8591,2.5655,2.0352
2021-01-02,2.2553,2.5938,2.862,2.5677,2.0313
2021-01-03,2.2561,2.5916,2.8629,2.5656,2.0292
2021-01-04,2.2555,2.5907,2.862,2.5664,2.0286
2021-01-05,2.2612,2.595,2.8654,2.5686,2.0289
2021-01-06,2.2719,2.6021,2.8718,2.5732,2.034
2021-01-07,2.2887,2.6131,2.8838,2.5785,2.0464
2021-01-08,2.3024,2.6267,2.891,2.5839,2.06
2021-01-09,2.3092,2.6353,2.904,2.5876,2.0642
2021-01-10,2.3135,2.6398,2.9098,2.5911,2.0656
2021-01-11,2.3178,2.646,2.916,2.5941,2.0645
2021-01-12,2.3325,2.6551,2.9266,2.6,2.0825
2021-01-13,2.3499,2.6693,2.9378,2.6046,2.0927
2021-01-14,2.3653,2.6817,2.9522,2.611,2.106
2021-01-15,2.3783,2.6953,2.9582,2.6178,2.1107
2021-01-16,2.3834,2.7042,2.9712,2.6215,2.1102
2021-01-17,2.3849,2.7089,2.976,2.6249,2.1067
2021-01-18,2.3859,2.711,2.9789,2.6247,2.1056
2021-01-19,2.3888,2.7124,2.9807,2.6253,2.1064
2021-01-20,2.3933,2.718,2.9838,2.6295,2.1069
2021-01-21,2.3957,2.7224,2.9882,2.6339,2.1067
2021-01-22,2.3985,2.7248,2.9864,2.636,2.1099
2021-01-23,2.3996,2.7267,2.9939,2.6376,2.1109
2021-01-24,2.3994,2.7278,2.9961,2.6388,2.1048
2021-01-25,2.3999,2.7299,2.9984,2.6388,2.1019
2021-01-26,2.4004,2.7271,2.9965,2.6396,2.1007
2021-01-27,2.4084,2.7331,2.9997,2.644,2.107
2021-01-28,2.4186,2.7423,3.0089,2.6469,2.1189
2021-01-29,2.422,2.7469,3.0073,2.6488,2.1282
2021-01-30,2.4224,2.7491,3.0162,2.6503,2.1304
2021-01-31,2.4219,2.7511,3.0182,2.6526,2.1288
2021-02-01,2.4229,2.7529,3.0194,2.6543,2.1293
2021-02-02,2.4243,2.7518,3.0194,2.6526,2.127
2021-02-03,2.4313,2.7545,3.0207,2.657,2.1313
2021-02-04,2.443,2.7639,3.0304,2.6667,2.1401
2021-02-05,2.4563,2.7745,3.0347,2.6767,2.1532
2021-02-06,2.4616,2.7833,3.0487,2.6856,2.16
2021-02-07,2.464,2.7877,3.0545,2.6914,2.1617
2021-02-08,2.4663,2.7902,3.0585,2.6955,2.1621
2021-02-09,2.4685,2.7919,3.0595,2.7012,2.1657
2021-02-10,2.4759,2.7975,3.0637,2.7126,2.1753
2021-02-11,2.4908,2.8127,3.0789,2.7272,2.1806
2021-02-12,2.5002,2.8209,3.0811,2.7401,2.1806
2021-02-13,2.5035,2.827,3.0935,2.7495,2.1857
2021-02-14,2.5052,2.8291,3.096,2.7543,2.1931
2021-02-15,2.5069,2.8333,3.1002,2.7563,2.1939
2021-02-16,2.5188,2.8453,3.1109,2.7745,2.21
2021-02-17,2.539,2.8611,3.1223,2.7905,2.224
2021-02-18,2.5752,2.8898,3.1513,2.8056,2.2583
2021-02-19,2.6042,2.9119,3.1679,2.8219,2.287
2021-02-20,2.6232,2.9335,3.1957,2.8372,2.2983
2021-02-21,2.6315,2.9426,3.207,2.8465,2.3056
2021-02-22,2.6354,2.9501,3.2149,2.8481,2.3091
2021-02-23,2.645,2.9569,3.2233,2.8595,2.3203
2021-02-24,2.6598,2.9693,3.2346,2.8713,2.3307
2021-02-25,2.6778,2.9851,3.2521,2.8888,2.3402
2021-02-26,2.6987,3.0043,3.2643,2.9079,2.3528
2021-02-27,2.7124,3.0197,3.2872,2.9257,2.3639
2021-02-28,2.7172,3.0283,3.2972,2.9341,2.3657
2021-03-01,2.72,3.0345,3.3036,2.9403,2.3697
2021-03-02,2.7287,3.0443,3.3118,2.9482,2.3818
2021-03-03,2.7373,3.0507,3.3188,2.9562,2.3832
2021-03-04,2.7452,3.0584,3.3268,2.9634,2.3893
2021-03-05,2.7516,3.0654,3.3289,2.974,2.388
2021-03-06,2.7597,3.0747,3.3423,2.9865,2.3874
2021-03-07,2.7678,3.0823,3.3501,2.9961,2.3889
2021-03-08,2.774,3.091,3.3602,3.0051,2.3896
2021-03-09,2.7962,3.1103,3.3803,3.0197,2.421
2021-03-10,2.815,3.1243,3.3933,3.0342,2.4328
2021-03-11,2.8264,3.1376,3.4069,3.0454,2.4392
2021-03-12,2.8377,3.1497,3.4149,3.0559,2.448
2021-03-13,2.8516,3.1635,3.432,3.0666,2.4522
2021-03-14,2.859,3.172,3.4408,3.0734,2.4535
2021-03-15,2.864,3.1791,3.4487,3.0779,2.4563
2021-03-16,2.8729,3.187,3.4558,3.0882,2.4616
2021-03-17,2.8794,3.1937,3.4608,3.0979,2.4657
2021-03-18,2.8837,3.2012,3.469,3.1043,2.4666
