"Date","Regular","Mid-Grade","Premium","Diesel","E85"
2025-04-26,3.1534,3.636,3.9888,3.5568,2.5891
2025-04-27,3.149,3.6261,3.9804,3.5522,2.5776
2025-04-28,3.15,3.6197,3.9761,3.536,2.5953
2025-04-29,3.1609,3.6447,3.9979,3.5512,2.5993
2025-04-30,3.1828,3.6701,4.0191,3.5597,2.6165
2025-05-01,3.1868,3.6704,4.0203,3.5595,2.6174
2025-05-02,3.1806,3.6653,4.0162,3.5575,2.6114
2025-05-03,3.1706,3.656,4.0067,3.554,2.6047
2025-05-04,3.1652,3.6461,3.9993,3.5466,2.5965
2025-05-05,3.165,3.6331,3.9912,3.5323,2.5907
2025-05-06,3.1583,3.6395,3.9944,3.5402,2.5807
2025-05-07,3.1542,3.6419,3.9934,3.5416,2.5761
2025-05-08,3.1521,3.64,3.9922,3.538,2.5678
2025-05-09,3.1459,3.6315,3.987,3.5322,2.5613
2025-05-10,3.1391,3.6232,3.9795,3.5293,2.5484
2025-05-11,3.1351,3.6187,3.9742,3.5226,2.5346
2025-05-12,3.1368,3.6079,3.9682,3.5099,2.5433
2025-05-13,3.1573,3.6482,3.9999,3.5288,2.5572
2025-05-14,3.1801,3.6725,4.024,3.5424,2.5768
2025-05-15,3.1928,3.6809,4.0361,3.549,2.6024
2025-05-16,3.1924,3.6802,4.0353,3.5519,2.602
2025-05-17,3.185,3.6741,4.0278,3.5516,2.5923
2025-05-18,3.1789,3.6648,4.02,3.547,2.5869
2025-05-19,3.1799,3.6558,4.0127,3.5343,2.5811
2025-05-20,3.1774,3.663,4.02,3.5452,2.5797
2025-05-21,3.1829,3.6746,4.0296,3.5542,2.5869
2025-05-22,3.1959,3.6859,4.0405,3.5544,2.6155
2025-05-23,3.1968,3.6835,4.0375,3.5516,2.6169
2025-05-24,3.1872,3.6743,4.0283,3.5478,2.5986
2025-05-25,3.181,3.6627,4.0207,3.5428,2.5879
2025-05-26,3.1795,3.6452,4.0083,3.5266,2.5801
2025-05-27,3.1742,3.6425,4.0028,3.523,2.5728
2025-05-28,3.1639,3.6493,4.0067,3.5371,2.5748
2025-05-29,3.167,3.6574,4.0138,3.5397,2.5774
2025-05-30,3.1623,3.6515,4.0085,3.5368,2.5725
2025-05-31,3.1506,3.6388,3.9937,3.5308,2.5596
2025-06-01,3.1437,3.6279,3.9826,3.5238,2.5502
2025-06-02,3.142,3.6151,3.9745,3.5106,2.5468
2025-06-03,3.1377,3.6199,3.9769,3.5154,2.5434
2025-06-04,3.144,3.6292,3.9849,3.5164,2.5569
2025-06-05,3.1462,3.6342,3.989,3.5164,2.5652
2025-06-06,3.1411,3.6289,3.9837,3.5166,2.56
2025-06-07,3.1315,3.6169,3.9713,3.5136,2.5481
2025-06-08,3.1256,3.6041,3.9614,3.5074,2.5377
2025-06-09,3.1245,3.5935,3.9574,3.4945,2.5286
2025-06-10,3.1217,3.605,3.9622,3.5062,2.5268
2025-06-11,3.1246,3.6147,3.9696,3.5125,2.5334
2025-06-12,3.1281,3.6169,3.9713,3.5133,2.5716
2025-06-13,3.1321,3.6199,3.9738,3.5132,2.5764
2025-06-14,3.1337,3.6177,3.9726,3.5229,2.5728
2025-06-15,3.1357,3.6128,3.9719,3.5272,2.5664
2025-06-16,3.1405,3.6058,3.9668,3.5249,2.562
2025-06-17,3.1676,3.6423,4.0038,3.5675,2.613
2025-06-18,3.1877,3.6654,4.0233,3.5958,2.6307
2025-06-19,3.2057,3.6828,4.0394,3.6279,2.652
2025-06-20,3.2175,3.6924,4.0493,3.6531,2.6545
2025-06-21,3.2198,3.6965,4.0515,3.6732,2.6442
2025-06-22,3.2183,3.6926,4.0479,3.6791,2.6403
2025-06-23,3.2209,3.6851,4.045,3.6795,2.6403
2025-06-24,3.2241,3.6964,4.0543,3.7056,2.6449
2025-06-25,3.2269,3.7038,4.06,3.7184,2.6468
2025-06-26,3.2201,3.6982,4.0538,3.7192,2.632
2025-06-27,3.2078,3.6873,4.0429,3.7146,2.6208
2025-06-28,3.1944,3.6737,4.0313,3.7088,2.6098
2025-06-29,3.1872,3.6603,4.0206,3.7024,2.6065
2025-06-30,3.1858,3.6489,4.0116,3.6942,2.6028
2025-07-01,3.1789,3.6568,4.0164,3.6968,2.5954
2025-07-02,3.1717,3.6557,4.0139,3.6937,2.595
2025-07-03,3.1629,3.6447,4.003,3.6889,2.586
2025-07-04,3.1524,3.6342,3.9928,3.6884,2.5756
2025-07-05,3.1481,3.6226,3.9833,3.6872,2.5674
2025-07-06,3.1455,3.6072,3.9712,3.6783,2.5615
2025-07-07,3.1438,3.6058,3.9714,3.6783,2.5539
2025-07-08,3.1493,3.6303,3.9883,3.6918,2.5537
2025-07-09,3.1628,3.6467,4.0028,3.704,2.5707
2025-07-10,3.1723,3.6534,4.0112,3.7091,2.5902
2025-07-11,3.1677,3.6487,4.0064,3.7066,2.5845
2025-07-12,3.1578,3.6383,3.9969,3.7069,2.5728
2025-07-13,3.1533,3.6286,3.9889,3.7047,2.5671
2025-07-14,3.1533,3.6182,3.9837,3.7063,2.5641
2025-07-15,3.1506,3.6263,3.9891,3.7219,2.5534
2025-07-16,3.1605,3.6441,4.0038,3.7295,2.562
2025-07-17,3.1609,3.6435,4.002,3.7303,2.5605
2025-07-18,3.1555,3.6386,3.9964,3.7299,2.5572
2025-07-19,3.146,3.6289,3.9849,3.7304,2.5458
2025-07-20,3.1406,3.618,3.9775,3.7272,2.5396
2025-07-21,3.1406,3.6086,3.9722,3.7222,2.5344
2025-07-22,3.1448,3.6238,3.9853,3.7306,2.5403
2025-07-23,3.1554,3.6389,3.9981,3.7378,2.5634
2025-07-24,3.163,3.6485,4.0054,3.7418,2.5698
2025-07-25,3.1606,3.6483,4.0019,3.7418,2.5708
2025-07-26,3.1506,3.6377,3.9934,3.7378,2.5607
2025-07-27,3.1452,3.6254,3.9843,3.7354,2.5543
2025-07-28,3.1433,3.6159,3.9784,3.7311,2.5488
2025-07-29,3.1368,3.6206,3.978,3.7347,2.5414
2025-07-30,3.1404,3.6276,3.9844,3.74,2.5432
2025-07-31,3.1473,3.6317,3.9909,3.7408,2.5738
2025-08-01,3.1516,3.6336,3.9923,3.7407,2.5736
2025-08-02,3.1522,3.6346,3.993,3.7395,2.5698
2025-08-03,3.1503,3.6294,3.9893,3.7365,2.5619
2025-08-04,3.1527,3.6227,3.9848,3.7296,2.5613
2025-08-05,3.1638,3.6477,4.0052,3.7386,2.5691
2025-08-06,3.1702,3.6574,4.0126,3.7402,2.5733
2025-08-07,3.1665,3.6537,4.0101,3.7379,2.5723
2025-08-08,3.1564,3.644,3.9997,3.7314,2.5637
2025-08-09,3.1456,3.631,3.9875,3.7268,2.5486
2025-08-10,3.1394,3.6183,3.9775,3.7201,2.5393
2025-08-11,3.1387,3.6087,3.9705,3.7103,2.5332
2025-08-12,3.1409,3.6253,3.9838,3.7162,2.5298
2025-08-13,3.1558,3.6477,4.0038,3.7184,2.5593
2025-08-14,3.1601,3.6504,4.0066,3.7154,2.5661
2025-08-15,3.1538,3.6442,3.9997,3.7115,2.5649
2025-08-16,3.1428,3.6328,3.9882,3.7054,2.5544
2025-08-17,3.1381,3.6243,3.9811,3.7025,2.5471
2025-08-18,3.1376,3.6129,3.9745,3.6909,2.5433
2025-08-19,3.1304,3.617,3.9744,3.6978,2.5374
2025-08-20,3.1337,3.6249,3.9809,3.6955,2.545
2025-08-21,3.1372,3.6259,3.9823,3.691,2.5565
2025-08-22,3.142,3.6262,3.986,3.6899,2.5638
2025-08-23,3.1497,3.6336,3.9954,3.6893,2.5612
2025-08-24,3.1533,3.6325,3.9938,3.6862,2.5556
2025-08-25,3.1613,3.6358,3.9985,3.6815,2.5563
2025-08-26,3.1864,3.6778,4.0342,3.7003,2.5812
2025-08-27,3.2081,3.7036,4.0576,3.7136,2.6115
2025-08-28,3.2103,3.7046,4.0593,3.7129,2.621
2025-08-29,3.2013,3.6955,4.05,3.7072,2.6125
2025-08-30,3.192,3.6838,4.0403,3.7037,2.5989
2025-08-31,3.1885,3.6757,4.0329,3.7003,2.5927
2025-09-01,3.1909,3.6642,4.0261,3.6907,2.5865
2025-09-02,3.1869,3.6636,4.0244,3.6903,2.5774
2025-09-03,3.1903,3.686,4.0408,3.7047,2.5932
2025-09-04,3.2016,3.6935,4.0495,3.7121,2.6166
2025-09-05,3.2046,3.6922,4.0482,3.7123,2.6207
2025-09-06,3.2001,3.687,4.0445,3.7106,2.6099
2025-09-07,3.1971,3.6825,4.0401,3.7088,2.6023
2025-09-08,3.1998,3.6749,4.0346,3.7021,2.5961
2025-09-09,3.193,3.678,4.0366,3.7048,2.5927
2025-09-10,3.1938,3.6817,4.0418,3.706,2.5933
2025-09-11,3.1949,3.6836,4.0421,3.7053,2.5944
2025-09-12,3.1887,3.6764,4.0359,3.7029,2.5868
2025-09-13,3.179,3.6665,4.026,3.6981,2.5813
2025-09-14,3.1752,3.6567,4.0179,3.6923,2.5712
2025-09-15,3.1777,3.652,4.0165,3.6858,2.5615
2025-09-16,3.1862,3.6778,4.0367,3.7008,2.5715
2025-09-17,3.2003,3.6942,4.0518,3.7075,2.5927
2025-09-18,3.2036,3.6973,4.0544,3.7087,2.6012
2025-09-19,3.1996,3.6943,4.0518,3.706,2.6071
2025-09-20,3.1894,3.6817,4.0405,3.7002,2.5924
2025-09-21,3.1834,3.6732,4.0326,3.6958,2.5813
2025-09-22,3.1843,3.6621,4.0242,3.688,2.5722
2025-09-23,3.1719,3.6621,4.0188,3.6933,2.5576
2025-09-24,3.1634,3.6593,4.0139,3.693,2.5504
2025-09-25,3.1579,3.6534,4.01,3.689,2.5468
2025-09-26,3.1485,3.6447,3.9995,3.6844,2.537
2025-09-27,3.1375,3.6314,3.9886,3.6876,2.5233
2025-09-28,3.1329,3.6216,3.9805,3.6856,2.513
2025-09-29,3.1354,3.6168,3.9791,3.6789,2.5079
2025-09-30,3.1506,3.6482,4.0052,3.6997,2.5253
2025-10-01,3.1605,3.6613,4.0155,3.7068,2.5465
2025-10-02,3.1593,3.6598,4.0138,3.7049,2.5561
2025-10-03,3.1528,3.6548,4.008,3.702,2.5501
2025-10-04,3.1402,3.6405,3.9953,3.6951,2.539
2025-10-05,3.1339,3.6306,3.9871,3.6898,2.5266
2025-10-06,3.1333,3.6178,3.9793,3.679,2.5241
2025-10-07,3.1214,3.6169,3.9741,3.6803,2.5239
2025-10-08,3.1156,3.6143,3.9721,3.6791,2.5238
2025-10-09,3.1106,3.6095,3.9686,3.6761,2.5194
2025-10-10,3.1005,3.5994,3.9577,3.6732,2.5039
2025-10-11,3.0895,3.5896,3.9474,3.6688,2.4859
2025-10-12,3.0833,3.5791,3.9382,3.6653,2.4735
2025-10-13,3.0821,3.5636,3.9274,3.6533,2.4606
2025-10-14,3.0761,3.5723,3.9314,3.6574,2.4478
2025-10-15,3.0674,3.5695,3.9259,3.6554,2.4364
2025-10-16,3.057,3.5613,3.9181,3.6491,2.4362
2025-10-17,3.0511,3.5572,3.9146,3.6425,2.422
2025-10-18,3.0408,3.5453,3.9031,3.6365,2.4163
2025-10-19,3.0362,3.5327,3.8922,3.6308,2.4125
2025-10-20,3.0361,3.522,3.8852,3.6192,2.4129
2025-10-21,3.0478,3.5503,3.9081,3.6214,2.439
2025-10-22,3.0656,3.5711,3.9288,3.6289,2.4601
2025-10-23,3.0713,3.5772,3.9358,3.6315,2.4728
2025-10-24,3.0679,3.574,3.9321,3.6404,2.4811
2025-10-25,3.0591,3.5638,3.9223,3.6567,2.4859
2025-10-26,3.0532,3.5531,3.9125,3.6616,2.4826
2025-10-27,3.052,3.5382,3.9026,3.6619,2.4812
2025-10-28,3.0437,3.5412,3.902,3.6743,2.4686
2025-10-29,3.0384,3.542,3.9003,3.6826,2.4573
2025-10-30,3.0377,3.5446,3.9023,3.6889,2.4494
2025-10-31,3.0403,3.5495,3.9068,3.6876,2.4579
2025-11-01,3.038,3.5448,3.9014,3.6862,2.4491
2025-11-02,3.0361,3.5371,3.8957,3.684,2.4407
2025-11-03,3.036,3.5248,3.8901,3.68,2.4358
2025-11-04,3.0528,3.5622,3.9212,3.6944,2.4716
2025-11-05,3.079,3.5874,3.9458,3.7049,2.5082
2025-11-06,3.0844,3.5894,3.9497,3.7093,2.5219
2025-11-07,3.0799,3.5827,3.9448,3.7146,2.5206
2025-11-08,3.0731,3.5765,3.9351,3.7286,2.5086
2025-11-09,3.0699,3.5686,3.9295,3.7345,2.5017
2025-11-10,3.0707,3.56,3.9243,3.7389,2.5111
2025-11-11,3.0719,3.575,3.9374,3.748,2.5078
2025-11-12,3.0752,3.5832,3.9417,3.7568,2.5042
2025-11-13,3.0799,3.5858,3.9422,3.7648,2.5054
2025-11-14,3.0804,3.5861,3.943,3.769,2.5
2025-11-15,3.0758,3.5795,3.9362,3.7703,2.489
2025-11-16,3.0723,3.5695,3.9285,3.7682,2.4832
2025-11-17,3.0729,3.5611,3.9236,3.7655,2.49
2025-11-18,3.0769,3.581,3.9393,3.7723,2.4953
2025-11-19,3.0936,3.6014,3.9589,3.7833,2.5185
2025-11-20,3.1003,3.6067,3.9616,3.7929,2.5138
2025-11-21,3.0935,3.5989,3.9558,3.7978,2.5131
2025-11-22,3.0789,3.5834,3.9416,3.7957,2.5036
2025-11-23,3.0717,3.5727,3.9305,3.7928,2.4907
2025-11-24,3.0689,3.5571,3.9186,3.7849,2.4778
2025-11-25,3.0549,3.5555,3.9142,3.7854,2.4734
2025-11-26,3.0416,3.5481,3.9055,3.7778,2.4566
2025-11-27,3.0255,3.53,3.8866,3.769,2.4343
2025-11-28,3.0222,3.517,3.8755,3.7673,2.4234
2025-11-29,3.0119,3.4924,3.8564,3.7537,2.4104
2025-11-30,3.0048,3.4865,3.8517,3.7498,2.3929
2025-12-01,3.0007,3.4767,3.8443,3.7394,2.3875
2025-12-02,2.9975,3.4944,3.8569,3.7392,2.3957
2025-12-03,2.999,3.5031,3.8623,3.7339,2.4061
2025-12-04,2.9906,3.495,3.8522,3.7256,2.3995
2025-12-05,2.9775,3.4841,3.8416,3.7166,2.3861
2025-12-06,2.9626,3.4683,3.8274,3.7067,2.3771
2025-12-07,2.955,3.4514,3.8121,3.699,2.3645
2025-12-08,2.9517,3.4354,3.8007,3.6874,2.3574
2025-12-09,2.9451,3.4428,3.8032,3.6884,2.3386
2025-12-10,2.94,3.443,3.8014,3.6845,2.3397
2025-12-11,2.9399,3.4434,3.801,3.674,2.3365
2025-12-12,2.9315,3.4359,3.7946,3.6651,2.3307
2025-12-13,2.9167,3.4195,3.7798,3.6554,2.3216
2025-12-14,2.9099,3.4068,3.7665,3.6467,2.3121
2025-12-15,2.9058,3.3869,3.7527,3.6321,2.3054
2025-12-16,2.9066,3.4062,3.7672,3.6414,2.304
2025-12-17,2.9053,3.4121,3.7694,3.6416,2.3021
2025-12-18,2.8956,3.4021,3.7602,3.635,2.2988
2025-12-19,2.8815,3.3859,3.7481,3.6234,2.2902
2025-12-20,2.8662,3.3698,3.7313,3.6128,2.2759
2025-12-21,2.8579,3.3533,3.7169,3.6028,2.2611
2025-12-22,2.8548,3.3386,3.7064,3.5884,2.2621
2025-12-23,2.8577,3.3575,3.7189,3.5904,2.2577
2025-12-24,2.8543,3.3577,3.7179,3.5886,2.2522
2025-12-25,2.8473,3.3465,3.7065,3.5832,2.2533
2025-12-26,2.8475,3.3326,3.6952,3.5772,2.2482
2025-12-27,2.8357,3.3171,3.6815,3.5654,2.2369
2025-12-28,2.8284,3.311,3.6774,3.5649,2.2238
2025-12-29,2.825,3.2979,3.6687,3.5524,2.2111
2025-12-30,2.8343,3.3332,3.6982,3.564,2.2333
2025-12-31,2.839,3.3436,3.7037,3.5661,2.2348
2026-01-01,2.8335,3.3351,3.6947,3.5594,2.2373
2026-01-02,2.8301,3.3206,3.6841,3.5511,2.233
2026-01-03,2.8201,3.3074,3.6727,3.5395,2.2209
2026-01-04,2.814,3.3023,3.6705,3.5369,2.2062
2026-01-05,2.8115,3.2899,3.6603,3.5213,2.2138
2026-01-06,2.815,3.315,3.6783,3.5332,2.2236
2026-01-07,2.8189,3.3222,3.6835,3.5392,2.23
2026-01-08,2.8188,3.325,3.6861,3.5356,2.2299
2026-01-09,2.8074,3.3126,3.6742,3.527,2.2233
2026-01-10,2.7985,3.3014,3.6661,3.5194,2.2361
2026-01-11,2.7951,3.2888,3.6551,3.5113,2.223
2026-01-12,2.796,3.2782,3.6498,3.4961,2.2373
2026-01-13,2.8196,3.3263,3.6905,3.5057,2.2577
2026-01-14,2.8402,3.3453,3.7069,3.5119,2.2675
2026-01-15,2.8441,3.3486,3.7092,3.5131,2.2826
2026-01-16,2.8393,3.3419,3.7038,3.5122,2.2834
2026-01-17,2.8296,3.3316,3.6946,3.5122,2.2725
2026-01-18,2.8244,3.3202,3.6866,3.5055,2.2629
2026-01-19,2.8248,3.3085,3.6781,3.4965,2.2502
2026-01-20,2.8222,3.3177,3.6836,3.5141,2.2453
2026-01-21,2.833,3.342,3.7019,3.5312,2.2629
2026-01-22,2.8501,3.3568,3.7191,3.5451,2.2941
2026-01-23,2.8619,3.3632,3.7247,3.5545,2.3035
2026-01-24,2.8625,3.3628,3.7257,3.5611,2.3018
2026-01-25,2.8641,3.364,3.7297,3.5648,2.3041
2026-01-26,2.8813,3.3764,3.745,3.5741,2.3028
2026-01-27,2.8884,3.388,3.7503,3.5926,2.3006
2026-01-28,2.8788,3.3879,3.7479,3.598,2.3029
2026-01-29,2.8741,3.3852,3.746,3.6022,2.293
2026-01-30,2.873,3.383,3.7425,3.6043,2.3
2026-01-31,2.8697,3.377,3.738,3.6106,2.2892
2026-02-01,2.8697,3.3709,3.7342,3.6109,2.2811
2026-02-02,2.8752,3.366,3.7321,3.6077,2.286
2026-02-03,2.8832,3.3907,3.7524,3.6299,2.2874
2026-02-04,2.8867,3.3964,3.7564,3.6345,2.2891
2026-02-05,2.8912,3.4003,3.7632,3.6384,2.318
2026-02-06,2.8999,3.4108,3.7712,3.6433,2.3186
2026-02-07,2.8984,3.4084,3.769,3.6458,2.31
2026-02-08,2.8971,3.402,3.7652,3.6442,2.3058
2026-02-09,2.9016,3.3959,3.7638,3.634,2.3077
2026-02-10,2.921,3.4329,3.7945,3.6593,2.3116
2026-02-11,2.9366,3.4507,3.8109,3.6671,2.3258
2026-02-12,2.9436,3.4578,3.8184,3.6672,2.3262
2026-02-13,2.9401,3.4546,3.8172,3.665,2.3175
2026-02-14,2.9303,3.4427,3.8059,3.6614,2.3014
2026-02-15,2.9268,3.4328,3.7968,3.6556,2.2884
2026-02-16,2.9287,3.4248,3.7935,3.6466,2.289
2026-02-17,2.9171,3.4165,3.7852,3.6508,2.2781
2026-02-18,2.9233,3.432,3.7986,3.6697,2.2733
2026-02-19,2.9287,3.4434,3.8066,3.6774,2.288
2026-02-20,2.9342,3.4475,3.8076,3.6899,2.3002
2026-02-21,2.935,3.4476,3.8113,3.7047,2.295
2026-02-22,2.9344,3.443,3.8087,3.7096,2.2925
2026-02-23,2.9376,3.4369,3.8056,3.7118,2.2905
2026-02-24,2.9509,3.4593,3.8261,3.7271,2.299
2026-02-25,2.9753,3.488,3.8508,3.749,2.3166
2026-02-26,2.9827,3.4966,3.8604,3.7568,2.3243
2026-02-27,2.9823,3.4952,3.8607,3.757,2.3318
2026-02-28,2.9823,3.4888,3.8567,3.7577,2.3241
2026-03-01,2.9842,3.4817,3.8512,3.7609,2.3193
2026-03-02,2.9973,3.4863,3.8606,3.7696,2.3589
2026-03-03,3.1093,3.6088,3.9775,3.8914,2.4212
2026-03-04,3.1976,3.6797,4.0448,4.0385,2.4712
2026-03-05,3.251,3.737,4.0988,4.1662,2.5027
2026-03-06,3.3204,3.8162,4.1773,4.3305,2.6189
2026-03-07,3.4134,3.8965,4.2601,4.5096,2.7167
2026-03-08,3.4502,3.9416,4.3056,4.5949,2.7619
2026-03-09,3.4778,3.9759,4.3417,4.6556,2.7645
2026-03-10,3.5395,4.0434,4.4057,4.7797,2.8182
2026-03-11,3.5784,4.0784,4.4392,4.8304,2.8375
2026-03-12,3.598,4.103,4.467,4.86,2.871
2026-03-13,3.63,4.133,4.496,4.892,2.908
2026-03-14,3.675,4.169,4.533,4.942,2.916
2026-03-15,3.699,4.193,4.56,4.971,2.919
2026-03-16,3.718,4.216,4.585,4.988,2.925
2026-03-17,3.79,4.299,4.664,5.044,2.99
2026-03-18,3.842,4.337,4.705,5.068,3.036
2026-03-19,3.884,4.38,4.747,5.099,3.06
2026-03-20,3.912,4.415,4.78,5.159,3.099
2026-03-21,3.925,4.431,4.796,5.208,3.102
2026-03-22,3.942,4.446,4.814,5.25,3.113
2026-03-24,3.977,4.485,4.853,5.345,3.15
2026-03-25,3.983,4.498,4.864,5.366,3.16
2026-03-26,3.981,4.501,4.867,5.375,3.156
2026-03-27,3.978,4.502,4.866,5.38,3.154
<<<<<<< HEAD
2026-03-28,3.976,4.501,4.864,5.393,3.139
2026-03-29,3.98,4.503,4.867,5.406,3.128
2026-03-30,3.99,4.503,4.872,5.416,3.137
2026-03-31,4.018,4.541,4.904,5.454,NA
=======
2026-03-31,4.018,4.541,4.904,5.454,3.149
>>>>>>> abdcb9432e05a70fbde47151da998e13fd205af5
