"Date","Regular","Diesel"
2023-09-15,3.8657,4.5493
2023-09-16,3.871,4.5654
2023-09-17,3.8764,4.571
2023-09-18,3.8812,4.5752
2023-09-19,3.8802,4.582
2023-09-20,3.8746,4.5847
2023-09-21,3.8672,4.5835
2023-09-22,3.8588,4.5825
2023-09-23,3.8509,4.5808
2023-09-24,3.8471,4.5786
2023-09-25,3.8493,4.5738
2023-09-26,3.8382,4.5714
2023-09-27,3.8317,4.5694
2023-09-28,3.835,4.5668
2023-09-29,3.8318,4.5632
2023-09-30,3.8227,4.563
2023-10-01,3.8154,4.5603
2023-10-02,3.8144,4.5567
2023-10-03,3.798,4.556
2023-10-04,3.7852,4.5556
2023-10-05,3.768,4.5537
2023-10-06,3.7457,4.5464
2023-10-07,3.7217,4.5323
2023-10-08,3.7087,4.5221
2023-10-09,3.7036,4.514
2023-10-10,3.682,4.5061
2023-10-11,3.6628,4.4977
2023-10-12,3.646,4.4875
2023-10-13,3.6285,4.4796
2023-10-14,3.6091,4.4697
2023-10-15,3.6008,4.4619
2023-10-16,3.5997,4.456
2023-10-17,3.5838,4.459
2023-10-18,3.5747,4.464
2023-10-19,3.5646,4.4634
2023-10-20,3.5579,4.4751
2023-10-21,3.5538,4.4937
2023-10-22,3.5504,4.4997
2023-10-23,3.5492,4.5015
2023-10-24,3.5454,4.5134
2023-10-25,3.5412,4.516
2023-10-26,3.5311,4.5084
2023-10-27,3.518,4.4965
2023-10-28,3.503,4.485
2023-10-29,3.4958,4.4757
2023-10-30,3.4935,4.4658
2023-10-31,3.4779,4.4609
2023-11-01,3.4619,4.4511
2023-11-02,3.4478,4.4388
2023-11-03,3.4379,4.4264
2023-11-04,3.4262,4.4145
2023-11-05,3.4205,4.4097
2023-11-06,3.4177,4.3999
2023-11-07,3.4078,4.3944
2023-11-08,3.4053,4.3928
2023-11-09,3.401,4.3908
2023-11-10,3.39,4.3828
2023-11-11,3.3758,4.3708
2023-11-12,3.3686,4.3583
2023-11-13,3.3655,4.348
2023-11-14,3.3525,4.3435
2023-11-15,3.3452,4.3364
2023-11-16,3.3419,4.326
2023-11-17,3.3332,4.3153
2023-11-18,3.32,4.3071
2023-11-19,3.313,4.2965
2023-11-20,3.3082,4.2828
2023-11-21,3.2945,4.2778
2023-11-22,3.2812,4.2706
2023-11-23,3.268,4.26
2023-11-24,3.2654,4.2568
2023-11-25,3.2587,4.2419
2023-11-26,3.2529,4.2369
2023-11-27,3.2504,4.2289
2023-11-28,3.2463,4.2332
2023-11-29,3.2462,4.2312
2023-11-30,3.2461,4.2209
2023-12-01,3.2482,4.2145
2023-12-02,3.2467,4.2098
2023-12-03,3.2427,4.2017
2023-12-04,3.2416,4.1896
2023-12-05,3.2292,4.1823
2023-12-06,3.216,4.1728
2023-12-07,3.2022,4.1597
2023-12-08,3.1852,4.1439
2023-12-09,3.167,4.1289
2023-12-10,3.1578,4.1173
2023-12-11,3.153,4.1013
2023-12-12,3.1366,4.0895
2023-12-13,3.1208,4.0789
2023-12-14,3.1036,4.0629
2023-12-15,3.0869,4.046
2023-12-16,3.0746,4.032
2023-12-17,3.0685,4.0213
2023-12-18,3.0661,4.008
2023-12-19,3.0802,4.0151
2023-12-20,3.0969,4.0251
2023-12-21,3.1201,4.0264
2023-12-22,3.1294,4.0313
2023-12-23,3.128,4.0291
2023-12-24,3.1267,4.0237
2023-12-25,3.1265,4.0163
2023-12-26,3.1259,4.0127
2023-12-27,3.1216,4.0164
2023-12-28,3.1208,4.017
2023-12-29,3.1205,4.0133
2023-12-30,3.1166,4.008
2023-12-31,3.1123,3.9999
2024-01-01,3.1096,3.9828
2024-01-02,3.1038,3.9771
2024-01-03,3.0935,3.9816
2024-01-04,3.0899,3.9786
2024-01-05,3.0879,3.9724
2024-01-06,3.0834,3.9667
2024-01-07,3.079,3.9592
2024-01-08,3.0774,3.946
2024-01-09,3.0781,3.9467
2024-01-10,3.0775,3.9471
2024-01-11,3.0774,3.9427
2024-01-12,3.074,3.9371
2024-01-13,3.0711,3.935
2024-01-14,3.069,3.9282
2024-01-15,3.068,3.9165
2024-01-16,3.0716,3.9268
2024-01-17,3.0876,3.938
2024-01-18,3.0936,3.9358
2024-01-19,3.0877,3.9282
2024-01-20,3.0817,3.9244
2024-01-21,3.0775,3.9186
2024-01-22,3.0773,3.9049
2024-01-23,3.0837,3.9148
2024-01-24,3.096,3.92
2024-01-25,3.1019,3.9171
2024-01-26,3.1026,3.9151
2024-01-27,3.103,3.9182
2024-01-28,3.1033,3.9153
2024-01-29,3.107,3.9064
2024-01-30,3.1247,3.9202
2024-01-31,3.1407,3.9348
2024-02-01,3.15,3.937
2024-02-02,3.1538,3.9378
2024-02-03,3.1499,3.9369
2024-02-04,3.1474,3.9365
2024-02-05,3.1485,3.9317
2024-02-06,3.1447,3.9336
2024-02-07,3.148,3.9411
2024-02-08,3.1528,3.948
2024-02-09,3.1662,3.9634
2024-02-10,3.1833,3.9883
2024-02-11,3.1895,4.0006
2024-02-12,3.1963,4.004
2024-02-13,3.2252,4.0456
2024-02-14,3.2557,4.0797
2024-02-15,3.2781,4.0989
2024-02-16,3.2841,4.1064
2024-02-17,3.2816,4.108
2024-02-18,3.279,4.1055
2024-02-19,3.2786,4.0992
2024-02-20,3.2756,4.0941
2024-02-21,3.2739,4.0969
2024-02-22,3.2703,4.0945
2024-02-23,3.2673,4.0899
2024-02-24,3.2644,4.0846
2024-02-25,3.2616,4.0786
2024-02-26,3.2635,4.0712
2024-02-27,3.2712,4.0711
2024-02-28,3.2942,4.0703
2024-02-29,3.3187,4.0686
2024-03-01,3.3311,4.0653
2024-03-02,3.3379,4.0625
2024-03-03,3.3459,4.0587
2024-03-04,3.3518,4.0499
2024-03-05,3.3662,4.0547
2024-03-06,3.386,4.0589
2024-03-07,3.3972,4.0583
2024-03-08,3.4001,4.0534
2024-03-09,3.3974,4.052
2024-03-10,3.3942,4.0468
2024-03-11,3.3967,4.0332
2024-03-12,3.3942,4.0364
2024-03-13,3.3956,4.0387
2024-03-14,3.4117,4.0372
2024-03-15,3.4381,4.0353
2024-03-16,3.4553,4.037
2024-03-17,3.4608,4.0354
2024-03-18,3.4668,4.0269
2024-03-19,3.4893,4.0395
2024-03-20,3.5151,4.0524
2024-03-21,3.5271,4.058
2024-03-22,3.5324,4.0605
2024-03-23,3.5341,4.0604
2024-03-24,3.5331,4.0539
2024-03-25,3.5341,4.0422
2024-03-26,3.5326,4.0496
2024-03-27,3.5352,4.0514
2024-03-28,3.5381,4.0469
2024-03-29,3.5369,4.0422
2024-03-30,3.5363,4.0376
2024-03-31,3.535,4.0313
2024-04-01,3.5358,4.0182
2024-04-02,3.5349,4.024
2024-04-03,3.5485,4.0281
2024-04-04,3.5665,4.0355
2024-04-05,3.5818,4.0453
2024-04-06,3.5905,4.0501
2024-04-07,3.5927,4.0494
2024-04-08,3.5978,4.0437
2024-04-09,3.6083,4.0532
2024-04-10,3.6187,4.058
2024-04-11,3.6295,4.0587
2024-04-12,3.6339,4.0566
2024-04-13,3.6327,4.0548
2024-04-14,3.6316,4.0471
2024-04-15,3.6343,4.0378
2024-04-16,3.644,4.0487
2024-04-17,3.6605,4.0558
2024-04-18,3.6739,4.0552
2024-04-19,3.6788,4.0518
2024-04-20,3.6757,4.0472
2024-04-21,3.6732,4.0436
2024-04-22,3.6754,4.0317
2024-04-23,3.6673,4.0319
2024-04-24,3.6603,4.0292
2024-04-25,3.658,4.024
2024-04-26,3.6599,4.0182
2024-04-27,3.6587,4.0171
2024-04-28,3.6571,4.0135
2024-04-29,3.6592,4.0031
2024-04-30,3.6573,4.0077
2024-05-01,3.6629,4.0056
2024-05-02,3.6705,4.0016
2024-05-03,3.6668,3.9971
2024-05-04,3.6587,3.9904
2024-05-05,3.6528,3.9823
2024-05-06,3.6515,3.9696
2024-05-07,3.6401,3.9732
2024-05-08,3.6403,3.9692
2024-05-09,3.6419,3.961
2024-05-10,3.636,3.9539
2024-05-11,3.6258,3.9467
2024-05-12,3.6192,3.9395
2024-05-13,3.6185,3.926
2024-05-14,3.6118,3.9348
2024-05-15,3.6068,3.9354
2024-05-16,3.6004,3.9284
2024-05-17,3.5968,3.9197
2024-05-18,3.5926,3.9154
2024-05-19,3.5912,3.9111
2024-05-20,3.5902,3.8959
2024-05-21,3.5976,3.906
2024-05-22,3.6109,3.9091
2024-05-23,3.6147,3.9048
2024-05-24,3.6093,3.8973
2024-05-25,3.5993,3.893
2024-05-26,3.5929,3.8849
2024-05-27,3.5919,3.8676
2024-05-28,3.5859,3.8633
2024-05-29,3.5749,3.8762
2024-05-30,3.569,3.8784
2024-05-31,3.5587,3.8729
2024-06-01,3.5441,3.8663
2024-06-02,3.5362,3.8601
2024-06-03,3.5323,3.8473
2024-06-04,3.5182,3.847
2024-06-05,3.5026,3.8421
2024-06-06,3.4871,3.8308
2024-06-07,3.4712,3.8207
2024-06-08,3.4561,3.81
2024-06-09,3.4486,3.8008
2024-06-10,3.4451,3.7863
2024-06-11,3.4413,3.79
2024-06-12,3.454,3.7921
2024-06-13,3.4602,3.7887
2024-06-14,3.4593,3.7856
2024-06-15,3.4519,3.7849
2024-06-16,3.4466,3.7804
2024-06-17,3.4466,3.7714
2024-06-18,3.44,3.7855
2024-06-19,3.4491,3.8002
2024-06-20,3.4551,3.8048
2024-06-21,3.4557,3.8064
2024-06-22,3.4511,3.8057
2024-06-23,3.4474,3.8023
2024-06-24,3.4477,3.7917
2024-06-25,3.4685,3.8
2024-06-26,3.4945,3.8096
2024-06-27,3.5035,3.8138
2024-06-28,3.5026,3.814
2024-06-29,3.4964,3.8149
2024-06-30,3.492,3.8124
2024-07-01,3.4911,3.8037
2024-07-02,3.5005,3.8232
2024-07-03,3.513,3.8405
2024-07-04,3.5148,3.8465
2024-07-05,3.5135,3.8462
2024-07-06,3.5094,3.8478
2024-07-07,3.5058,3.8494
2024-07-08,3.5063,3.8439
2024-07-09,3.519,3.8663
2024-07-10,3.5382,3.8819
2024-07-11,3.5436,3.8821
2024-07-12,3.5379,3.8779
2024-07-13,3.5277,3.8735
2024-07-14,3.5223,3.8681
2024-07-15,3.5208,3.8577
2024-07-16,3.5153,3.8576
2024-07-17,3.5122,3.8528
2024-07-18,3.5055,3.8471
2024-07-19,3.5034,3.8405
2024-07-20,3.504,3.8389
2024-07-21,3.5013,3.8372
2024-07-22,3.5012,3.8276
2024-07-23,3.5021,3.8331
2024-07-24,3.5127,3.832
2024-07-25,3.5213,3.8306
2024-07-26,3.5189,3.825
2024-07-27,3.511,3.822
2024-07-28,3.5059,3.817
2024-07-29,3.505,3.8097
2024-07-30,3.4989,3.8127
2024-07-31,3.492,3.8152
2024-08-01,3.483,3.8104
2024-08-02,3.4808,3.8065
2024-08-03,3.4782,3.8034
2024-08-04,3.4738,3.7969
2024-08-05,3.4717,3.7875
2024-08-06,3.4625,3.7899
2024-08-07,3.4591,3.7895
2024-08-08,3.4554,3.7842
2024-08-09,3.4535,3.7781
2024-08-10,3.4498,3.7719
2024-08-11,3.4453,3.766
2024-08-12,3.4435,3.7543
2024-08-13,3.4441,3.7619
2024-08-14,3.4447,3.7634
2024-08-15,3.4419,3.7605
2024-08-16,3.4326,3.7556
2024-08-17,3.4211,3.7508
2024-08-18,3.4144,3.7444
2024-08-19,3.4111,3.7332
2024-08-20,3.4043,3.7369
2024-08-21,3.3977,3.7358
2024-08-22,3.3873,3.7284
2024-08-23,3.3741,3.7181
2024-08-24,3.3606,3.7124
2024-08-25,3.3535,3.708
2024-08-26,3.3509,3.699
2024-08-27,3.35,3.7066
2024-08-28,3.3611,3.7136
2024-08-29,3.3608,3.7122
2024-08-30,3.3505,3.7092
2024-08-31,3.3394,3.7048
2024-09-01,3.3328,3.6985
2024-09-02,3.3313,3.6877
2024-09-03,3.3247,3.6855
2024-09-04,3.3168,3.6893
2024-09-05,3.3081,3.6857
2024-09-06,3.2957,3.6767
2024-09-07,3.2814,3.6672
2024-09-08,3.2734,3.6587
2024-09-09,3.2702,3.6471
2024-09-10,3.2606,3.6464
2024-09-11,3.2533,3.6448
2024-09-12,3.2418,3.6366
2024-09-13,3.2302,3.6261
2024-09-14,3.2166,3.6187
2024-09-15,3.2094,3.6115
2024-09-16,3.2076,3.5979
2024-09-17,3.2025,3.5977
2024-09-18,3.2147,3.5964
2024-09-19,3.2243,3.5957
2024-09-20,3.2217,3.5932
2024-09-21,3.2144,3.5912
2024-09-22,3.2083,3.5867
2024-09-23,3.2077,3.5764
2024-09-24,3.2104,3.582
2024-09-25,3.213,3.5867
2024-09-26,3.2205,3.5838
2024-09-27,3.2234,3.5826
2024-09-28,3.2201,3.581
2024-09-29,3.2182,3.5756
2024-09-30,3.2165,3.5663
2024-10-01,3.204,3.5715
2024-10-02,3.1961,3.5721
2024-10-03,3.1904,3.5713
2024-10-04,3.1823,3.5677
2024-10-05,3.1768,3.5702
2024-10-06,3.1733,3.5726
2024-10-07,3.1741,3.5683
2024-10-08,3.1808,3.5864
2024-10-09,3.2047,3.6033
2024-10-10,3.212,3.6107
2024-10-11,3.2089,3.6125
2024-10-12,3.2043,3.6115
2024-10-13,3.2015,3.6069
2024-10-14,3.2025,3.6002
2024-10-15,3.2034,3.607
2024-10-16,3.2035,3.6132
2024-10-17,3.1959,3.6089
2024-10-18,3.1905,3.6074
2024-10-19,3.1825,3.6039
2024-10-20,3.1768,3.5992
2024-10-21,3.1753,3.5898
2024-10-22,3.1632,3.5891
2024-10-23,3.1546,3.5889
2024-10-24,3.1499,3.5884
2024-10-25,3.144,3.587
2024-10-26,3.1361,3.5827
2024-10-27,3.1303,3.5776
2024-10-28,3.1301,3.5687
2024-10-29,3.1336,3.5746
2024-10-30,3.1354,3.5758
2024-10-31,3.131,3.5708
2024-11-01,3.1217,3.5664
2024-11-02,3.1099,3.5627
2024-11-03,3.1034,3.56
2024-11-04,3.1011,3.5526
2024-11-05,3.1018,3.5598
2024-11-06,3.1066,3.5661
2024-11-07,3.1062,3.5672
2024-11-08,3.0991,3.5628
2024-11-09,3.0903,3.5625
2024-11-10,3.0848,3.5573
2024-11-11,3.0825,3.5481
2024-11-12,3.0783,3.5466
2024-11-13,3.0841,3.5542
2024-11-14,3.0837,3.5536
2024-11-15,3.0837,3.5531
2024-11-16,3.0779,3.5502
2024-11-17,3.0722,3.544
2024-11-18,3.0705,3.5344
2024-11-19,3.0635,3.5391
2024-11-20,3.0662,3.5432
2024-11-21,3.0631,3.5407
2024-11-22,3.0578,3.5366
2024-11-23,3.0575,3.5376
2024-11-24,3.0563,3.5355
2024-11-25,3.0562,3.5297
2024-11-26,3.0672,3.5468
2024-11-27,3.0726,3.5541
2024-11-28,3.0653,3.5539
2024-11-29,3.063,3.5521
2024-11-30,3.0571,3.5444
2024-12-01,3.0509,3.5423
2024-12-02,3.0469,3.5356
2024-12-03,3.0373,3.5405
2024-12-04,3.0334,3.5399
2024-12-05,3.0317,3.5359
2024-12-06,3.0258,3.5306
2024-12-07,3.0203,3.5254
2024-12-08,3.0177,3.5202
2024-12-09,3.0176,3.5123
2024-12-10,3.0108,3.5136
2024-12-11,3.0197,3.5128
2024-12-12,3.0265,3.5082
2024-12-13,3.0255,3.5059
2024-12-14,3.0229,3.5063
2024-12-15,3.0229,3.5044
2024-12-16,3.0241,3.4962
2024-12-17,3.0298,3.5039
2024-12-18,3.0335,3.5097
2024-12-19,3.0453,3.5108
2024-12-20,3.0499,3.5098
2024-12-21,3.0455,3.5101
2024-12-22,3.0418,3.5088
2024-12-23,3.0415,3.5
2024-12-24,3.0413,3.5066
2024-12-25,3.0397,3.5117
2024-12-26,3.0424,3.5098
2024-12-27,3.0336,3.5054
2024-12-28,3.0265,3.5083
2024-12-29,3.0247,3.5039
2024-12-30,3.0265,3.4935
2024-12-31,3.0435,3.5055
2025-01-01,3.0615,3.513
2025-01-02,3.0669,3.5091
2025-01-03,3.0667,3.5139
2025-01-04,3.0638,3.5221
2025-01-05,3.0614,3.5191
2025-01-06,3.0641,3.5113
2025-01-07,3.0685,3.5306
2025-01-08,3.0686,3.5401
2025-01-09,3.0693,3.5424
2025-01-10,3.0664,3.5434
2025-01-11,3.0644,3.5511
2025-01-12,3.0671,3.5568
2025-01-13,3.0654,3.5542
2025-01-14,3.0711,3.5757
2025-01-15,3.0887,3.5937
2025-01-16,3.103,3.6038
2025-01-17,3.1151,3.6149
2025-01-18,3.1197,3.6284
2025-01-19,3.1204,3.6314
2025-01-20,3.1246,3.6334
2025-01-21,3.1263,3.6503
2025-01-22,3.1289,3.6674
2025-01-23,3.1348,3.6871
2025-01-24,3.1327,3.688
2025-01-25,3.1266,3.6827
2025-01-26,3.1225,3.6792
2025-01-27,3.122,3.6717
2025-01-28,3.1203,3.674
2025-01-29,3.1196,3.6715
2025-01-30,3.1166,3.6672
2025-01-31,3.11,3.6631
2025-02-01,3.1024,3.6625
2025-02-02,3.0976,3.6601
2025-02-03,3.0983,3.6546
2025-02-04,3.1075,3.6597
2025-02-05,3.1248,3.6665
2025-02-06,3.1375,3.6682
2025-02-07,3.1406,3.6671
2025-02-08,3.1375,3.6637
2025-02-09,3.1364,3.6614
2025-02-10,3.1394,3.6528
2025-02-11,3.1414,3.6579
2025-02-12,3.1494,3.6658
2025-02-13,3.1596,3.6735
2025-02-14,3.1652,3.672
2025-02-15,3.16,3.669
2025-02-16,3.1583,3.6703
2025-02-17,3.1613,3.6683
2025-02-18,3.1607,3.6754
2025-02-19,3.164,3.6891
2025-02-20,3.1648,3.6935
2025-02-21,3.1615,3.6937
2025-02-22,3.1513,3.6888
2025-02-23,3.1448,3.6827
2025-02-24,3.1442,3.6728
2025-02-25,3.1398,3.6805
2025-02-26,3.1339,3.6806
2025-02-27,3.125,3.6762
2025-02-28,3.1138,3.6698
2025-03-01,3.1034,3.6638
2025-03-02,3.0977,3.6583
2025-03-03,3.0971,3.6521
2025-03-04,3.099,3.6565
2025-03-05,3.1068,3.6561
2025-03-06,3.1103,3.6503
2025-03-07,3.1062,3.6446
2025-03-08,3.0955,3.6403
2025-03-09,3.0887,3.6347
2025-03-10,3.0888,3.6247
2025-03-11,3.0813,3.627
2025-03-12,3.0803,3.6259
2025-03-13,3.0788,3.6185
2025-03-14,3.0835,3.6149
2025-03-15,3.079,3.6089
2025-03-16,3.0765,3.604
2025-03-17,3.0781,3.5921
2025-03-18,3.0777,3.6011
2025-03-19,3.102,3.6032
2025-03-20,3.1214,3.6047
2025-03-21,3.1291,3.6043
2025-03-22,3.127,3.6011
2025-03-23,3.1259,3.597
2025-03-24,3.1278,3.5845
2025-03-25,3.1395,3.5975
2025-03-26,3.1504,3.6056
2025-03-27,3.1552,3.6058
2025-03-28,3.1574,3.6085
2025-03-29,3.1587,3.612
2025-03-30,3.1586,3.6089
2025-03-31,3.1682,3.5975
2025-04-01,3.2013,3.6131
2025-04-02,3.2382,3.6292
2025-04-03,3.2596,3.6376
2025-04-04,3.2678,3.6416
2025-04-05,3.2624,3.6395
2025-04-06,3.258,3.636
2025-04-07,3.2589,3.6244
2025-04-08,3.2462,3.6286
2025-04-09,3.2345,3.6257
2025-04-10,3.2222,3.6173
2025-04-11,3.2103,3.6105
2025-04-12,3.1957,3.6022
2025-04-13,3.1886,3.5942
2025-04-14,3.1845,3.5788
2025-04-15,3.1726,3.5858
2025-04-16,3.1694,3.5861
2025-04-17,3.1671,3.582
2025-04-18,3.1615,3.5777
2025-04-19,3.1546,3.5739
2025-04-20,3.1511,3.5701
2025-04-21,3.1533,3.5549
2025-04-22,3.1663,3.5664
2025-04-23,3.1717,3.5682
2025-04-24,3.1715,3.5643
2025-04-25,3.1649,3.562
2025-04-26,3.1534,3.5568
2025-04-27,3.149,3.5522
2025-04-28,3.15,3.536
2025-04-29,3.1609,3.5512
2025-04-30,3.1828,3.5597
2025-05-01,3.1868,3.5595
2025-05-02,3.1806,3.5575
2025-05-03,3.1706,3.554
2025-05-04,3.1652,3.5466
2025-05-05,3.165,3.5323
2025-05-06,3.1583,3.5402
2025-05-07,3.1542,3.5416
2025-05-08,3.1521,3.538
2025-05-09,3.1459,3.5322
2025-05-10,3.1391,3.5293
2025-05-11,3.1351,3.5226
2025-05-12,3.1368,3.5099
2025-05-13,3.1573,3.5288
2025-05-14,3.1801,3.5424
2025-05-15,3.1928,3.549
2025-05-16,3.1924,3.5519
2025-05-17,3.185,3.5516
2025-05-18,3.1789,3.547
2025-05-19,3.1799,3.5343
2025-05-20,3.1774,3.5452
2025-05-21,3.1829,3.5542
2025-05-22,3.1959,3.5544
2025-05-23,3.1968,3.5516
2025-05-24,3.1872,3.5478
2025-05-25,3.181,3.5428
2025-05-26,3.1795,3.5266
2025-05-27,3.1742,3.523
2025-05-28,3.1639,3.5371
2025-05-29,3.167,3.5397
2025-05-30,3.1623,3.5368
2025-05-31,3.1506,3.5308
2025-06-01,3.1437,3.5238
2025-06-02,3.142,3.5106
2025-06-03,3.1377,3.5154
2025-06-04,3.144,3.5164
2025-06-05,3.1462,3.5164
2025-06-06,3.1411,3.5166
2025-06-07,3.1315,3.5136
2025-06-08,3.1256,3.5074
2025-06-09,3.1245,3.4945
2025-06-10,3.1217,3.5062
2025-06-11,3.1246,3.5125
2025-06-12,3.1281,3.5133
2025-06-13,3.1321,3.5132
2025-06-14,3.1337,3.5229
2025-06-15,3.1357,3.5272
2025-06-16,3.1405,3.5249
2025-06-17,3.1676,3.5675
2025-06-18,3.1877,3.5958
2025-06-19,3.2057,3.6279
2025-06-20,3.2175,3.6531
2025-06-21,3.2198,3.6732
2025-06-22,3.2183,3.6791
2025-06-23,3.2209,3.6795
2025-06-24,3.2241,3.7056
2025-06-25,3.2269,3.7184
2025-06-26,3.2201,3.7192
2025-06-27,3.2078,3.7146
2025-06-28,3.1944,3.7088
2025-06-29,3.1872,3.7024
2025-06-30,3.1858,3.6942
2025-07-01,3.1789,3.6968
2025-07-02,3.1717,3.6937
2025-07-03,3.1629,3.6889
2025-07-04,3.1524,3.6884
2025-07-05,3.1481,3.6872
2025-07-06,3.1455,3.6783
2025-07-07,3.1438,3.6783
2025-07-08,3.1493,3.6918
2025-07-09,3.1628,3.704
2025-07-10,3.1723,3.7091
2025-07-11,3.1677,3.7066
2025-07-12,3.1578,3.7069
2025-07-13,3.1533,3.7047
2025-07-14,3.1533,3.7063
2025-07-15,3.1506,3.7219
2025-07-16,3.1605,3.7295
2025-07-17,3.1609,3.7303
2025-07-18,3.1555,3.7299
2025-07-19,3.146,3.7304
2025-07-20,3.1406,3.7272
2025-07-21,3.1406,3.7222
2025-07-22,3.1448,3.7306
2025-07-23,3.1554,3.7378
2025-07-24,3.163,3.7418
2025-07-25,3.1606,3.7418
2025-07-26,3.1506,3.7378
2025-07-27,3.1452,3.7354
2025-07-28,3.1433,3.7311
2025-07-29,3.1368,3.7347
2025-07-30,3.1404,3.74
2025-07-31,3.1473,3.7408
2025-08-01,3.1516,3.7407
2025-08-02,3.1522,3.7395
2025-08-03,3.1503,3.7365
2025-08-04,3.1527,3.7296
2025-08-05,3.1638,3.7386
2025-08-06,3.1702,3.7402
2025-08-07,3.1665,3.7379
2025-08-08,3.1564,3.7314
2025-08-09,3.1456,3.7268
2025-08-10,3.1394,3.7201
2025-08-11,3.1387,3.7103
2025-08-12,3.1409,3.7162
2025-08-13,3.1558,3.7184
2025-08-14,3.1601,3.7154
2025-08-15,3.1538,3.7115
2025-08-16,3.1428,3.7054
2025-08-17,3.1381,3.7025
2025-08-18,3.1376,3.6909
2025-08-19,3.1304,3.6978
2025-08-20,3.1337,3.6955
2025-08-21,3.1372,3.691
2025-08-22,3.142,3.6899
2025-08-23,3.1497,3.6893
2025-08-24,3.1533,3.6862
2025-08-25,3.1613,3.6815
2025-08-26,3.1864,3.7003
2025-08-27,3.2081,3.7136
2025-08-28,3.2103,3.7129
2025-08-29,3.2013,3.7072
2025-08-30,3.192,3.7037
2025-08-31,3.1885,3.7003
2025-09-01,3.1909,3.6907
2025-09-02,3.1869,3.6903
2025-09-03,3.1903,3.7047
2025-09-04,3.2016,3.7121
2025-09-05,3.2046,3.7123
2025-09-06,3.2001,3.7106
2025-09-07,3.1971,3.7088
2025-09-08,3.1998,3.7021
2025-09-09,3.193,3.7048
2025-09-10,3.1938,3.706
2025-09-11,3.1949,3.7053
2025-09-12,3.1887,3.7029
2025-09-13,3.179,3.6981
2025-09-14,3.1752,3.6923
2025-09-15,3.1777,3.6858
2025-09-16,3.1862,3.7008
2025-09-17,3.2003,3.7075
2025-09-18,3.2036,3.7087
2025-09-19,3.1996,3.706
2025-09-20,3.1894,3.7002
2025-09-21,3.1834,3.6958
2025-09-22,3.1843,3.688
2025-09-23,3.1719,3.6933
2025-09-24,3.1634,3.693
2025-09-25,3.1579,3.689
2025-09-26,3.1485,3.6844
2025-09-27,3.1375,3.6876
2025-09-28,3.1329,3.6856
2025-09-29,3.1354,3.6789
2025-09-30,3.1506,3.6997
2025-10-01,3.1605,3.7068
2025-10-02,3.1593,3.7049
2025-10-03,3.1528,3.702
2025-10-04,3.1402,3.6951
2025-10-05,3.1339,3.6898
2025-10-06,3.1333,3.679
2025-10-07,3.1214,3.6803
2025-10-08,3.1156,3.6791
2025-10-09,3.1106,3.6761
2025-10-10,3.1005,3.6732
2025-10-11,3.0895,3.6688
2025-10-12,3.0833,3.6653
2025-10-13,3.0821,3.6533
2025-10-14,3.0761,3.6574
2025-10-15,3.0674,3.6554
2025-10-16,3.057,3.6491
2025-10-17,3.0511,3.6425
2025-10-18,3.0408,3.6365
2025-10-19,3.0362,3.6308
2025-10-20,3.0361,3.6192
2025-10-21,3.0478,3.6214
2025-10-22,3.0656,3.6289
2025-10-23,3.0713,3.6315
2025-10-24,3.0679,3.6404
2025-10-25,3.0591,3.6567
2025-10-26,3.0532,3.6616
2025-10-27,3.052,3.6619
2025-10-28,3.0437,3.6743
2025-10-29,3.0384,3.6826
2025-10-30,3.0377,3.6889
2025-10-31,3.0403,3.6876
2025-11-01,3.038,3.6862
2025-11-02,3.0361,3.684
2025-11-03,3.036,3.68
2025-11-04,3.0528,3.6944
2025-11-05,3.079,3.7049
2025-11-06,3.0844,3.7093
2025-11-07,3.0799,3.7146
2025-11-08,3.0731,3.7286
2025-11-09,3.0699,3.7345
2025-11-10,3.0707,3.7389
2025-11-11,3.0719,3.748
2025-11-12,3.0752,3.7568
2025-11-13,3.0799,3.7648
2025-11-14,3.0804,3.769
2025-11-15,3.0758,3.7703
2025-11-16,3.0723,3.7682
2025-11-17,3.0729,3.7655
2025-11-18,3.0769,3.7723
2025-11-19,3.0936,3.7833
2025-11-20,3.1003,3.7929
2025-11-21,3.0935,3.7978
2025-11-22,3.0789,3.7957
2025-11-23,3.0717,3.7928
2025-11-24,3.0689,3.7849
2025-11-25,3.0549,3.7854
2025-11-26,3.0416,3.7778
2025-11-27,3.0255,3.769
2025-11-28,3.0222,3.7673
2025-11-29,3.0119,3.7537
2025-11-30,3.0048,3.7498
2025-12-01,3.0007,3.7394
2025-12-02,2.9975,3.7392
2025-12-03,2.999,3.7339
2025-12-04,2.9906,3.7256
2025-12-05,2.9775,3.7166
2025-12-06,2.9626,3.7067
2025-12-07,2.955,3.699
2025-12-08,2.9517,3.6874
2025-12-09,2.9451,3.6884
2025-12-10,2.94,3.6845
2025-12-11,2.9399,3.674
2025-12-12,2.9315,3.6651
2025-12-13,2.9167,3.6554
2025-12-14,2.9099,3.6467
2025-12-15,2.9058,3.6321
2025-12-16,2.9066,3.6414
2025-12-17,2.9053,3.6416
2025-12-18,2.8956,3.635
2025-12-19,2.8815,3.6234
2025-12-20,2.8662,3.6128
2025-12-21,2.8579,3.6028
2025-12-22,2.8548,3.5884
2025-12-23,2.8577,3.5904
2025-12-24,2.8543,3.5886
